plane	u	v	itype	typecode	x0	y0	irot	nvertices	vx_0	vy_0	vx_1	vy_1	vx_2	vy_2	vx_3	vy_3	vx_4	vy_4	vx_5	vy_5	vx_6	vy_6	icassette	trigRate	trigLinks	dataRate_ld	dataLinks_ld	dataRate_hd	dataLinks_hd	MB	wagon	isEngine	nROCs	power	mrot	phi	HDorLD	hash	hash_hdld	engine_trig_fibres	engine_data_fibres	engine_ctrl_fibres	dataPp0	trigPp0	dataPp0_type	trigPp0_type	dataPp1	trigPp1	dataPp1_type	trigPp1_type	dataPp2	DAQ
12	4	9	WE12A1	WE12A1	134.339	1352.86	1	3	4	9	4	10	5	10	-	-	ZPRLN0	ZPHSN0	-	-	-	-	2	7	0	4	3	0	0	111	1	0	0	-	1	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	-	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
12	4	10	ZPRLN0	ZPRLN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12	4	10	CM3RLD	CM3RLD	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12	5	10	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12	5	10	CM3SRD	CM3SRD	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
14	9	5	WE12A1	WE12A1	-1104.441	792.771	2	3	9	5	10	6	10	5	-	-	ZPRLN0	ZPLRN0	-	-	-	-	1	7	0	4	3	0	0	11	1	0	0	-	2	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	-	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
14	10	6	ZPRLN0	ZPRLN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
14	10	6	CM3RLD	CM3RLD	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
14	10	5	ZPLRN0	ZPLRN0	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
14	10	5	CM3LRT	CM3LRT	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
14	4	9	WE12A1	WE12A1	134.339	1352.86	1	3	4	9	4	10	5	10	-	-	ZPRLN0	ZPLRN0	-	-	-	-	2	7	0	4	3	0	0	111	1	0	0	-	1	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	-	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
14	4	10	ZPRLN0	ZPRLN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
14	4	10	CM3RLD	CM3RLD	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
14	5	10	ZPLRN0	ZPLRN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
14	5	10	CM3LRT	CM3LRT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
16	9	5	WE12A1	WE12A1	-1104.441	792.771	2	3	9	5	10	6	10	5	-	-	ZPRLN0	ZPLRN0	-	-	-	-	1	7	0	4	3	0	0	11	1	0	0	-	2	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	-	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
16	10	6	ZPRLN0	ZPRLN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
16	10	6	CM3RLD	CM3RLD	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
16	10	5	ZPLRN0	ZPLRN0	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
16	10	5	CM3LRT	CM3LRT	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
16	4	9	WE12A1	WE12A1	134.339	1352.86	1	3	4	9	4	10	5	10	-	-	ZPRLN0	ZPLRN0	-	-	-	-	2	7	0	4	3	0	0	111	1	0	0	-	1	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	-	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
16	4	10	ZPRLN0	ZPRLN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
16	4	10	CM3RLD	CM3RLD	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
16	5	10	ZPLRN0	ZPLRN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
16	5	10	CM3LRT	CM3LRT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
18	9	5	WE12A1	WE12A1	-1104.441	792.771	2	3	9	5	10	6	10	5	-	-	ZPRLN0	ZPLRN0	-	-	-	-	1	7	0	4	3	0	0	11	1	0	0	-	2	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	-	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
18	10	6	ZPRLN0	ZPRLN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
18	10	6	CM3RLD	CM3RLD	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
18	10	5	ZPLRN0	ZPLRN0	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
18	10	5	CM3LRT	CM3LRT	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
18	4	9	WE12A1	WE12A1	134.339	1352.86	1	3	4	9	4	10	5	10	-	-	ZPRLN0	ZPLRN0	-	-	-	-	2	7	0	4	3	0	0	111	1	0	0	-	1	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	-	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
18	4	10	ZPRLN0	ZPRLN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
18	4	10	CM3RLD	CM3RLD	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
18	5	10	ZPLRN0	ZPLRN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
18	5	10	CM3LRT	CM3LRT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27	10	4	WE12A1	WE12A1	1409.17	559.18	0	3	10	4	11	4	11	5	-	-	ZPHSN0	ZPHSN0	-	-	-	-	1	7	6	4	3	0	0	24	1	0	0	-	0	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	"TE.0:M3.1,TE.1:M3.0,TE.2:M2.1,TE.3:M2.0,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
27	11	4	ZPHSN0	ZPHSN0	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27	11	4	CM3HBT	CM3HBT	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27	11	5	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27	11	5	CM3HTT	CM3HTT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27	6	10	WE12A1	WE12A1	220.319	1499.961	1	3	6	10	7	11	6	11	-	-	ZPHSN0	ZPHSN0	-	-	-	-	3	7	6	4	3	0	0	25	1	0	0	-	1	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	"TE.0:M3.1,TE.1:M3.0,TE.2:M2.1,TE.3:M2.0,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
27	7	11	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27	7	11	CM3HBT	CM3HBT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27	6	11	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27	6	11	CM3HTT	CM3HTT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28	10	4	WE12A1	WE12A1	1409.17	559.18	0	3	10	4	11	4	11	5	-	-	ZPHSN0	ZPHSN0	-	-	-	-	1	7	6	4	3	0	0	22	1	0	0	-	0	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	"TE.0:M3.1,TE.1:M3.0,TE.2:M2.1,TE.3:M2.0,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
28	11	4	ZPHSN0	ZPHSN0	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28	11	4	CM3HBT	CM3HBT	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28	11	5	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28	11	5	CM3HTT	CM3HTT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28	6	10	WE12A1	WE12A1	220.319	1499.961	1	3	6	10	7	11	6	11	-	-	ZPHSN0	ZPHSN0	-	-	-	-	3	7	6	4	3	0	0	23	1	0	0	-	1	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	"TE.0:M3.1,TE.1:M3.0,TE.2:M2.1,TE.3:M2.0,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
28	7	11	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28	7	11	CM3HBT	CM3HBT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28	6	11	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28	6	11	CM3HTT	CM3HTT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34	6	10	WE12A1	WE12A1	220.319	1403.181	1	3	6	10	7	11	6	11	-	-	ZPHSN0	ZPHSN0	-	-	-	-	3	7	6	4	3	0	0	4	1	0	0	-	1	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	"TE.0:M3.1,TE.1:M3.0,TE.2:M2.1,TE.3:M2.0,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
34	7	11	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34	7	11	CM3SLT	CM3SLT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34	6	11	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34	6	11	CM3SRD	CM3SRD	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
35	9	3	WE12A1	WE12A1	1325.35	510.79	0	3	9	3	10	3	10	4	-	-	ZPHSN0	ZPHSN0	-	-	-	-	1	7	6	4	3	0	0	11	1	0	0	-	0	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	"TE.0:M3.1,TE.1:M3.0,TE.2:M2.1,TE.3:M2.0,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
35	10	3	ZPHSN0	ZPHSN0	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
35	10	3	CM3SLT	CM3SLT	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
35	10	4	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
35	10	4	CM3SRD	CM3SRD	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
36	6	10	WE12A1	WE12A1	220.319	1403.181	1	3	6	10	7	11	6	11	-	-	ZPHSN0	ZPHSN0	-	-	-	-	3	7	6	4	3	0	0	4	1	0	0	-	1	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	"TE.0:M3.1,TE.1:M3.0,TE.2:M2.1,TE.3:M2.0,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
36	7	11	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
36	7	11	CM3SLT	CM3SLT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
36	6	11	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
36	6	11	CM3SRD	CM3SRD	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
37	9	3	WE12A1	WE12A1	1325.35	510.79	0	3	9	3	10	3	10	4	-	-	ZPHSN0	ZPHSN0	-	-	-	-	1	7	6	4	3	0	0	12	1	0	0	-	0	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	"TE.0:M3.1,TE.1:M3.0,TE.2:M2.1,TE.3:M2.0,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
37	10	3	ZPHSN0	ZPHSN0	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
37	10	3	CM3SLT	CM3SLT	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
37	10	4	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
37	10	4	CM3SRD	CM3SRD	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
40	7	3	WE12A1	WE12A1	990.06	317.21	0	3	7	3	8	3	8	4	-	-	ZPRLN0	ZPLRN0	-	-	-	-	1	7	6	4	3	0	0	8	1	0	0	-	0	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	"TE.0:M3.1,TE.1:M3.0,TE.2:M2.1,TE.3:M2.0,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
40	8	3	ZPRLN0	ZPRLN0	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
40	8	3	CM3RLD	CM3RLD	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
40	8	4	ZPLRN0	ZPLRN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
40	8	4	CM3LRT	CM3LRT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
41	4	6	WE12A1	WE12A1	220.319	1016.031	1	3	4	6	5	7	4	7	-	-	ZPRLN0	ZPLRN0	-	-	-	-	3	7	6	4	3	0	0	3	1	0	0	-	1	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	"TE.0:M3.1,TE.1:M3.0,TE.2:M2.1,TE.3:M2.0,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
41	5	7	ZPRLN0	ZPRLN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
41	5	7	CM3RLD	CM3RLD	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
41	4	7	ZPLRN0	ZPLRN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
41	4	7	CM3LRT	CM3LRT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
42	7	3	WE12A1	WE12A1	990.06	317.21	0	3	7	3	8	3	8	4	-	-	ZPRLN0	ZPLRN0	-	-	-	-	1	7	6	4	3	0	0	8	1	0	0	-	0	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	"TE.0:M3.1,TE.1:M3.0,TE.2:M2.1,TE.3:M2.0,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
42	8	3	ZPRLN0	ZPRLN0	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
42	8	3	CM3RLD	CM3RLD	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
