plane,u,v,itype,typecode,x0,y0,irot,nvertices,vx_0,vy_0,vx_1,vy_1,vx_2,vy_2,vx_3,vy_3,vx_4,vy_4,vx_5,vy_5,vx_6,vy_6,icassette,trigRate,trigLinks,dataRate_ld,dataLinks_ld,dataRate_hd,dataLinks_hd,MB,wagon,isSiPM,isEngine,nROCs,power,mrot,phi,HDorLD,hash,hash_hdld,engine_trig_fibres,engine_data_fibres,engine_ctrl_fibres,dataPp0,trigPp0,dataPp0_type,trigPp0_type,dataPp1,trigPp1,dataPp1_type,trigPp1_type,dataPp2,DAQ,rho,isHalfHDE,Local,Local_LDE,Local_HDE,Local_LDP,Remote,Remote_LR,Remote_HDEs_T,Remote_HDEs_B,Remote_HDEd,Remote_LDPs_T,Remote_LDPs_B,Remote_LDPd,Remote_HDPs_T,Remote_HDPs_B,Remote_HDPd,Local_ispowering,Local_LDE_ispowering,Local_HDE_ispowering,Local_LDP_ispowering,Remote_ispowering,Remote_LR_ispowering,Remote_HDEs_T_ispowering,Remote_HDEs_B_ispowering,Remote_HDEd_ispowering,Remote_LDPs_T_ispowering,Remote_LDPs_B_ispowering,Remote_LDPd_ispowering,Remote_HDPs_T_ispowering,Remote_HDPs_B_ispowering,Remote_HDPd_ispowering,LD_Hexaboard_ispowered,LD_Hexaboard_ispowered_by,LDE_ispowered,LDE_ispowered_by,HDE_ispowered,HDE_ispowered_by,HD_Hexaboard_ispowered,HD_Hexaboard_ispowered_by,LDP_Hexaboard_ispowered,LDP_Hexaboard_ispowered_by,HDP_Hexaboard_ispowered,HDP_Hexaboard_ispowered_by,PCB_Local,PCB_Remote,Busbar_10V,Busbar_10V_D,Busbar_1V5_1,Busbar_1V5_2,Busbar_1V5_3,Busbar_HD_DB,Power_Total,LV_Group
32,11,9,FOe,ML-F3T,1094.35,1311.82,4,6,1094.4,1215.0,1178.2,1263.4,1178.2,1360.2,1094.4,1408.6,1010.5,1360.2,1010.6,1263.4,1094.4,1215.0,2,0.661,2,0.249,1,0.249,1,18,0,0,False,3,3.6,0,50.164,0,3211090,3211090,2,1,1,PP0(CE-)L32/C02_FO_1,PP0(CE-)L32/C02_FO_3,A,A,PP1(CE-)5_FO_2_6,PP1(CE-)5_FO_2_18,Ap,Ap,PPFO(CE-)X5_8,DAQ_1_5,1708.354071877373,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32;11;9,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,32;11;9,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,,BB10V-6M00-M-1,,,,,,6.469829966775776,8.0
32,11,10,FM,ML-F3T,1010.52,1457.01,4,6,1094.38,1408.55,1094.28,1505.37,1010.54,1553.72,926.63,1505.4,926.74,1408.57,1010.48,1360.22,1094.38,1408.55,2,0.649,2,0.0,0,0.0,0,20,0,0,False,3,3.6,0,55.256,0,3211100,3211100,2,1,1,PP0(CE-)L32/C02_FO_1,PP0(CE-)L32/C02_FO_3,A,A,PP1(CE-)5_FO_2_6,PP1(CE-)5_FO_2_18,Ap,Ap,PPFO(CE-)X5_8,DAQ_1_5,1773.1409449053958,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32;11;10,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,32;11;10,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,,BB10V-6M00-M-1,,,,,,6.444706136374107,9.0
32,12,3,aOeB,ML-B3T,1767.07,437.0,0,4,1767.0,340.3,1767.0,533.8,1683.2,485.4,1683.2,388.6,1767.0,340.3,0.0,0.0,0.0,0.0,1,0.65,2,0.149,1,0.149,1,14,1,0,False,3,3.6,0,13.891,0,3212030,3212030,2,1,1,PP0(CE-)L32/C01_FO_1,PP0(CE-)L32/C01_FO_3,A,A,PP1(CE-)3_FO_1_10,PP1(CE-)3_FO_1_22,Ap,Ap,PPFO(CE-)X5_4,DAQ_1_3,1820.3036518394397,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,32;11;3,False,0;0;0,,,,,,,,,3.5886472234784645,2.0
32,12,4,bOeRL,ML-53T,1683.25,582.19,2,5,1767.0,533.8,1683.2,679.1,1599.4,630.5,1599.4,533.8,1683.2,485.4,1767.0,533.8,0.0,0.0,1,0.659,2,0.201,1,0.201,1,24,1,0,False,3,3.6,0,19.079,0,3212040,3212040,2,1,1,PP0(CE-)L32/C01_FO_2,PP0(CE-)L32/C01_FO_3,B,A,PP1(CE-)3_FO_1_6,PP1(CE-)3_FO_1_22,Ap,Ap,PPFO(CE-)X5_4,DAQ_1_3,1781.0883635013734,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,32;9;4,False,0;0;0,,,,,,,,,4.916944924341713,1.0
32,12,5,FM,ML-F3T,1599.43,727.36,4,6,1683.29,678.9,1683.19,775.72,1599.45,824.07,1515.54,775.75,1515.65,678.92,1599.39,630.57,1683.29,678.9,1,0.659,2,0.2,1,0.2,1,24,1,0,False,3,3.6,0,24.454,0,3212050,3212050,2,1,1,PP0(CE-)L32/C01_FO_2,PP0(CE-)L32/C01_FO_3,B,A,PP1(CE-)3_FO_1_6,PP1(CE-)3_FO_1_22,Ap,Ap,PPFO(CE-)X5_4,DAQ_1_3,1757.0511929081636,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32;12;5,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,32;12;5,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,,,BB10V-1D,,,,,6.466652430114017,1.0
32,12,7,FM,ML-F3T,1429.63,1021.47,4,6,1513.49,973.01,1513.39,1069.83,1429.65,1118.18,1345.74,1069.86,1345.85,973.03,1429.59,924.68,1513.49,973.01,2,0.651,2,0.199,1,0.199,1,26,0,0,False,3,3.6,0,35.546,0,3212070,3212070,1,1,1,PP0(CE-)L32/C02_FO_2,PP0(CE-)L32/C02_FO_4,B,B,PP1(CE-)5_FO_2_7,PP1(CE-)5_FO_2_19,Ap,Ap,PPFO(CE-)X5_1,DAQ_1_1,1757.0551777903847,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32;12;7,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,32;12;7,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,,BB10V-3M00-M-2,,,,,,6.4666395045953795,6.0
32,12,8,bOeLR,ML-53T,1345.81,1166.65,2,5,1429.6,1118.2,1345.8,1263.4,1262.0,1215.0,1262.0,1118.2,1345.9,1069.9,1429.6,1118.2,0.0,0.0,2,0.657,2,0.2,1,0.2,1,25,0,0,False,3,3.6,0,40.921,0,3212080,3212080,2,1,1,PP0(CE-)L32/C02_FO_1,PP0(CE-)L32/C02_FO_3,A,A,PP1(CE-)5_FO_2_6,PP1(CE-)5_FO_2_18,Ap,Ap,PPFO(CE-)X5_8,DAQ_1_5,1781.0886498431232,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,32;11;7,False,0;0;0,,,,,,,,,4.9169299079290685,6.0
32,12,9,aOeT,ML-T3T,1261.98,1311.83,4,4,1345.8,1263.4,1178.1,1360.2,1178.2,1263.4,1262.0,1215.0,1345.8,1263.4,0.0,0.0,0.0,0.0,2,0.656,2,0.149,1,0.149,1,16,0,0,False,3,3.6,0,46.11,0,3212090,3212090,2,1,1,PP0(CE-)L32/C02_FO_1,PP0(CE-)L32/C02_FO_3,A,A,PP1(CE-)5_FO_2_6,PP1(CE-)5_FO_2_18,Ap,Ap,PPFO(CE-)X5_8,DAQ_1_5,1820.2998295061175,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,32;11;8,False,0;0;0,,,,,,,,,3.588608595337262,7.0
33,1,3,FIe,MH-F2T,-85.98,442.19,5,6,-86.0,345.5,-2.2,393.8,-2.2,490.6,-86.0,539.0,-169.8,490.6,-169.8,393.8,-86.0,345.5,4,0.934,5,1.168,2,1.172,2,7,0,0,False,6,7.2,0,101.003,1,3301030,3301031,2,1,1,PP0(CE-)L33/C04_FO_1,PP0(CE-)L33/C04_FO_3,A,A,PP1(CE-)11_FO_2_8,PP1(CE-)11_FO_2_20,Ap,Ap,PPFO(CE-)X5_17,DAQ_2_5,450.47148244922226,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,33;1;6,False,0;0;0,False,0;0;0,,,,,,,,BB1V5-3H1L-HE-F,14.008684739177093,22.0
33,1,4,FI,MH-F2T,-169.8,587.38,5,6,-169.8,490.6,-86.0,539.0,-86.0,635.8,-169.8,684.2,-253.7,635.8,-253.7,539.0,-169.8,490.6,4,0.801,5,0.824,1,0.829,1,7,0,0,False,6,7.2,0,106.124,1,3301040,3301041,2,1,1,PP0(CE-)L33/C04_FO_1,PP0(CE-)L33/C04_FO_3,A,A,PP1(CE-)11_FO_2_8,PP1(CE-)11_FO_2_20,Ap,Ap,PPFO(CE-)X5_17,DAQ_2_5,611.4305393092498,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,33;1;7,False,0;0;0,False,0;0;0,,,,,,,,BB1V5-2H2L-HE-F,11.858115690928493,22.0
33,1,5,FI,MH-F2T,-253.62,732.56,5,6,-253.7,635.8,-169.8,684.2,-169.8,781.0,-253.7,829.3,-337.5,781.0,-337.5,684.2,-253.7,635.8,4,0.731,4,0.579,1,0.582,1,7,0,0,True,6,7.2,0,109.096,1,3301050,3301051,2,1,1,PP0(CE-)L33/C04_FO_1,PP0(CE-)L33/C04_FO_3,A,A,PP1(CE-)11_FO_2_8,PP1(CE-)11_FO_2_20,Ap,Ap,PPFO(CE-)X5_17,DAQ_2_5,775.2207801652378,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,True,33;1;9,True,33;1;8,False,0;0;0,False,0;0;0,,,,,,,,BB1V5-1H3L-HE-F,13.667813161597568,22.0
33,1,6,FO,ML-F3T,-337.44,877.74,5,6,-337.5,781.0,-253.7,829.3,-253.7,926.1,-337.5,974.5,-421.3,926.1,-421.3,829.3,-337.5,781.0,4,0.701,2,0.285,1,0.268,1,17,1,0,False,3,3.6,0,111.029,0,3301060,3301060,2,1,1,PP0(CE-)L33/C04_FO_1,PP0(CE-)L33/C04_FO_3,A,A,PP1(CE-)11_FO_2_8,PP1(CE-)11_FO_2_20,Ap,Ap,PPFO(CE-)X5_17,DAQ_2_5,940.3686836555119,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,33;1;6,0;0;0,0;0;0,0;0;0,33;1;3,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,33;1;6,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,DC-RHH,,,BB1V5-1H3L-HE-F,BB1V5-2H2L-HE-F,BB1V5-3H1L-HE-F,,10.900789864355087,21.0
33,1,7,FO,ML-F3T,-421.26,1022.92,5,6,-421.3,926.1,-337.5,974.5,-337.5,1071.3,-421.3,1119.7,-505.1,1071.3,-505.1,974.5,-421.3,926.1,4,0.677,2,0.25,1,0.244,1,17,1,0,False,3,3.6,0,112.383,0,3301070,3301070,2,1,1,PP0(CE-)L33/C04_FO_1,PP0(CE-)L33/C04_FO_3,A,A,PP1(CE-)11_FO_2_8,PP1(CE-)11_FO_2_20,Ap,Ap,PPFO(CE-)X5_17,DAQ_2_5,1106.2663847374192,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,33;1;7,0;0;0,0;0;0,0;0;0,33;1;4,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,33;1;7,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,DC-RHH,,,,,,,10.171844912863957,21.0
33,1,8,FO,ML-F3T,-505.08,1168.1,5,6,-505.1,1071.3,-421.3,1119.7,-421.3,1216.5,-505.1,1264.9,-588.9,1216.5,-588.9,1119.7,-505.1,1071.3,4,0.668,2,0.236,1,0.232,1,17,1,0,False,3,3.6,0,113.383,0,3301080,3301080,2,1,1,PP0(CE-)L33/C04_FO_1,PP0(CE-)L33/C04_FO_3,A,A,PP1(CE-)11_FO_2_8,PP1(CE-)11_FO_2_20,Ap,Ap,PPFO(CE-)X5_17,DAQ_2_5,1272.6206883435457,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0;0;0,33;1;8;33;1;9,0;0;0,0;0;0,33;1;5,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,33;1;8,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLE,DC-RHH,,,,,,,14.440998350206314,21.0
33,1,9,FO,ML-F3T,-588.9,1313.28,5,6,-588.9,1216.5,-505.1,1264.9,-505.1,1361.7,-588.9,1410.0,-672.8,1361.7,-672.8,1264.9,-588.9,1216.5,4,0.658,2,0.228,1,0.226,1,17,0,0,True,3,3.6,0,114.152,0,3301090,3301090,2,1,1,PP0(CE-)L33/C04_FO_1,PP0(CE-)L33/C04_FO_3,A,A,PP1(CE-)11_FO_2_8,PP1(CE-)11_FO_2_20,Ap,Ap,PPFO(CE-)X5_17,DAQ_2_5,1439.2732778732468,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,33;1;9,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,33;1;5,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,33;1;9,True,33;1;8,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,DC-RST,,,,,,,7.362379790925191,21.0
33,1,10,FOe,ML-F3T,-672.72,1458.46,5,6,-672.8,1361.7,-588.9,1410.0,-588.9,1506.8,-672.8,1555.3,-756.6,1506.8,-756.6,1410.0,-672.8,1361.7,4,0.655,2,0.224,1,0.223,1,17,0,0,False,3,3.6,0,114.762,0,3301100,3301100,2,1,1,PP0(CE-)L33/C04_FO_1,PP0(CE-)L33/C04_FO_3,A,A,PP1(CE-)11_FO_2_8,PP1(CE-)11_FO_2_20,Ap,Ap,PPFO(CE-)X5_17,DAQ_2_5,1606.1313053421254,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33;1;10,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,33;1;10,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,,,,,,,,6.473857672350329,21.0
33,1,11,FOe,ML-F3T,-756.54,1603.65,5,6,-756.6,1506.8,-672.8,1555.3,-672.8,1652.0,-756.6,1700.5,-840.4,1652.0,-840.4,1555.3,-756.6,1506.8,4,0.648,2,0.224,1,0.223,1,17,0,0,False,3,3.6,0,115.256,0,3301110,3301110,2,1,1,PP0(CE-)L33/C04_FO_1,PP0(CE-)L33/C04_FO_3,A,A,PP1(CE-)11_FO_2_8,PP1(CE-)11_FO_2_20,Ap,Ap,PPFO(CE-)X5_17,DAQ_2_5,1773.1458186229356,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33;1;11,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,33;1;11,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,,BB10V-6M00-M-1,,,,,,6.462861950736269,21.0
33,2,0,aIeT,MH-T1T,342.13,1.46,0,4,360.5,87.6,360.5,-84.7,425.9,-46.9,425.9,49.8,360.5,87.6,0.0,0.0,0.0,0.0,1,0.868,4,0.734,1,0.734,1,0,0,0,False,6,7.2,0,0.245,1,3302000,3302001,3,1,1,PP0(CE-)L33/C01_FO_1,PP0(CE-)L33/C01_FO_4,A,B,PP1(CE-)3_FO_1_11,PP1(CE-)3_FO_1_16,Ap,Ap,PPFO(CE-)X5_4,DAQ_1_3,342.1331151759502,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,33;5;0,,,,,,,,BB1V5-3bH2L-FE-F,7.357795775392651,6.0
33,2,2,aIeT,MH-T1T,169.8,297.02,1,4,104.4,356.0,253.6,269.9,253.6,345.4,169.8,393.8,104.4,356.0,0.0,0.0,0.0,0.0,3,0.992,4,0.748,1,0.748,1,1,0,0,False,6,7.2,0,60.244,1,3302020,3302021,3,1,1,PP0(CE-)L33/C03_FO_1,PP0(CE-)L33/C03_FO_4,A,B,PP1(CE-)9_FO_1_11,PP1(CE-)9_FO_1_15,Ap,Ap,PPFO(CE-)X5_14,DAQ_2_3,342.1299758863581,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,33;5;5,,,,,,,,BB1V5-3bH2L-FE-F,7.357911514413981,17.0
33,2,3,FIe,MH-F2T,85.98,442.19,4,6,86.0,345.5,169.8,393.8,169.8,490.6,86.0,539.0,2.2,490.6,2.2,393.8,86.0,345.5,3,0.921,5,1.167,2,1.17,2,1,0,0,False,6,7.2,0,78.997,1,3302030,3302031,3,1,1,PP0(CE-)L33/C03_FO_1,PP0(CE-)L33/C03_FO_4,A,B,PP1(CE-)9_FO_1_11,PP1(CE-)9_FO_1_15,Ap,Ap,PPFO(CE-)X5_14,DAQ_2_3,450.47148244922226,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,33;6;6,False,0;0;0,False,0;0;0,,,,,,,,,14.008621669223606,17.0
33,2,4,FI,MH-F2T,-2.16,587.38,5,6,-2.2,490.6,81.6,539.0,81.6,635.8,-2.2,684.2,-86.0,635.8,-86.0,539.0,-2.2,490.6,4,0.793,5,0.862,1,0.866,1,5,0,0,False,6,7.2,0,90.211,1,3302040,3302041,2,1,1,PP0(CE-)L33/C04_FO_1,PP0(CE-)L33/C04_FO_3,A,A,PP1(CE-)11_FO_2_8,PP1(CE-)11_FO_2_20,Ap,Ap,PPFO(CE-)X5_17,DAQ_2_5,587.3839715211848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,33;2;7,False,0;0;0,False,0;0;0,,,,,,,,BB1V5-2H2L-HE-F,12.095259778003077,20.0
33,2,5,FI,MH-F2T,-85.98,732.56,5,6,-86.0,635.8,-2.2,684.2,-2.2,781.0,-86.0,829.3,-169.8,781.0,-169.8,684.2,-86.0,635.8,4,0.743,5,0.629,1,0.633,1,5,0,0,True,6,7.2,0,96.694,1,3302050,3302051,2,1,1,PP0(CE-)L33/C04_FO_1,PP0(CE-)L33/C04_FO_3,A,A,PP1(CE-)11_FO_2_8,PP1(CE-)11_FO_2_20,Ap,Ap,PPFO(CE-)X5_17,DAQ_2_5,737.5884448661055,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,True,33;2;6,True,33;2;8,False,0;0;0,False,0;0;0,,,,,,,,BB1V5-1H3L-HE-F,13.77803302107991,20.0
33,2,6,FO,ML-F3T,-169.8,877.74,5,6,-169.8,781.0,-86.0,829.3,-86.0,926.1,-169.8,974.5,-253.7,926.1,-253.7,829.3,-169.8,781.0,4,0.699,2,0.302,1,0.281,1,15,1,0,False,3,3.6,0,100.949,0,3302060,3302060,2,1,1,PP0(CE-)L33/C04_FO_1,PP0(CE-)L33/C04_FO_3,A,A,PP1(CE-)11_FO_2_8,PP1(CE-)11_FO_2_20,Ap,Ap,PPFO(CE-)X5_17,DAQ_2_5,894.0131697016549,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,33;2;6,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,33;2;5,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,33;2;6,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,DC-RSB,,,BB1V5-1H3L-HE-F,BB1V5-2H2L-HE-F,,,8.51254923401673,20.0
33,2,7,FO,ML-F3T,-253.62,1022.92,5,6,-253.7,926.1,-169.8,974.5,-169.8,1071.3,-253.7,1119.7,-337.5,1071.3,-337.5,974.5,-253.7,926.1,4,0.674,2,0.258,1,0.249,1,15,1,0,False,3,3.6,0,103.925,0,3302070,3302070,2,1,1,PP0(CE-)L33/C04_FO_1,PP0(CE-)L33/C04_FO_3,A,A,PP1(CE-)11_FO_2_8,PP1(CE-)11_FO_2_20,Ap,Ap,PPFO(CE-)X5_17,DAQ_2_5,1053.892039442371,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,33;2;7,0;0;0,0;0;0,0;0;0,33;2;4,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,33;2;7,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,DC-RHH,,,,,,,10.533265396598555,20.0
33,2,8,FO,ML-F3T,-337.44,1168.1,5,6,-337.5,1071.3,-253.7,1119.7,-253.7,1216.5,-337.5,1264.9,-421.3,1216.5,-421.3,1119.7,-337.5,1071.3,4,0.667,2,0.24,1,0.235,1,15,1,0,False,3,3.6,0,106.113,0,3302080,3302080,2,1,1,PP0(CE-)L33/C04_FO_1,PP0(CE-)L33/C04_FO_3,A,A,PP1(CE-)11_FO_2_8,PP1(CE-)11_FO_2_20,Ap,Ap,PPFO(CE-)X5_17,DAQ_2_5,1215.863217471439,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,33;2;8,0;0;0,0;0;0,0;0;0,33;2;5,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,33;2;8,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,DC-RHH,,,,,,,10.07528805930116,20.0
33,2,9,FO,ML-F3T,-421.26,1313.28,5,6,-421.3,1216.5,-337.5,1264.9,-337.5,1361.7,-421.3,1410.0,-505.1,1361.7,-505.1,1264.9,-421.3,1216.5,4,0.663,2,0.23,1,0.228,1,15,1,0,False,3,3.6,0,107.785,0,3302090,3302090,2,1,1,PP0(CE-)L33/C04_FO_1,PP0(CE-)L33/C04_FO_3,A,A,PP1(CE-)11_FO_2_8,PP1(CE-)11_FO_2_20,Ap,Ap,PPFO(CE-)X5_17,DAQ_2_5,1379.1897425662648,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,33;2;9;33;2;10,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,33;2;9,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLE,,,,,,,,10.907471655938883,20.0
33,2,10,FO,ML-F3T,-505.08,1458.46,5,6,-505.1,1361.7,-421.3,1410.0,-421.3,1506.8,-505.1,1555.3,-588.9,1506.8,-588.9,1410.0,-505.1,1361.7,4,0.655,2,0.225,1,0.224,1,15,0,0,True,3,3.6,0,109.102,0,3302100,3302100,2,1,1,PP0(CE-)L33/C04_FO_1,PP0(CE-)L33/C04_FO_3,A,A,PP1(CE-)11_FO_2_8,PP1(CE-)11_FO_2_20,Ap,Ap,PPFO(CE-)X5_17,DAQ_2_5,1543.4414073750904,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33;2;10,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,33;2;10,True,33;2;9,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,,,,,,,,6.4798598110118535,20.0
