plane,u,v,itype,typecode,x0,y0,irot,nvertices,vx_0,vy_0,vx_1,vy_1,vx_2,vy_2,vx_3,vy_3,vx_4,vy_4,vx_5,vy_5,vx_6,vy_6,icassette,trigRate,trigLinks,dataRate_ld,dataLinks_ld,dataRate_hd,dataLinks_hd,MB,wagon,isSiPM,isEngine,nROCs,power,mrot,phi,HDorLD,hash,hash_hdld,engine_trig_fibres,engine_data_fibres,engine_ctrl_fibres,dataPp0,trigPp0,dataPp0_type,trigPp0_type,dataPp1,trigPp1,dataPp1_type,trigPp1_type,dataPp2,DAQ,rho,isHalfHDE,Local,Local_LDE,Local_HDE,Local_LDP,Remote,Remote_LR,Remote_HDEs_T,Remote_HDEs_B,Remote_HDEd,Remote_LDPs_T,Remote_LDPs_B,Remote_LDPd,Remote_HDPs_T,Remote_HDPs_B,Remote_HDPd,Local_ispowering,Local_LDE_ispowering,Local_HDE_ispowering,Local_LDP_ispowering,Remote_ispowering,Remote_LR_ispowering,Remote_HDEs_T_ispowering,Remote_HDEs_B_ispowering,Remote_HDEd_ispowering,Remote_LDPs_T_ispowering,Remote_LDPs_B_ispowering,Remote_LDPd_ispowering,Remote_HDPs_T_ispowering,Remote_HDPs_B_ispowering,Remote_HDPd_ispowering,LD_Hexaboard_ispowered,LD_Hexaboard_ispowered_by,LDE_ispowered,LDE_ispowered_by,HDE_ispowered,HDE_ispowered_by,HD_Hexaboard_ispowered,HD_Hexaboard_ispowered_by,LDP_Hexaboard_ispowered,LDP_Hexaboard_ispowered_by,HDP_Hexaboard_ispowered,HDP_Hexaboard_ispowered_by,PCB_Local,PCB_Remote,Busbar_10V,Busbar_10V_D,Busbar_1V5_1,Busbar_1V5_2,Busbar_1V5_3,Busbar_HD_DB,Power_Total,LV_Group
14,8,6,FO,ML-F3W,-842.3,873.45,2,6,-842.3,776.7,-926.1,825.0,-926.1,921.9,-842.3,970.2,-758.5,921.9,-758.5,825.0,-842.3,776.7,1,0.0,0,0.396,1,0.368,1,5,1,0,False,3,3.6,0,133.96,0,1408060,1408060,0,1,1,PP0(CE-)L14/C01_FO_1_1,,A,,PP1(CE-)5_FO_1_11,,Ap,,PPFO(CE-)X5_3,DAQ_1_2,1213.4183913638362,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0;0;0,14;8;6;14;7;5,0;0;0,0;0;0,14;4;2,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,14;8;6,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLE,DC-RHH,,,,,,,10.998457834758709,5.0
14,8,7,FO,ML-F3W,-758.48,1018.63,2,6,-758.5,921.9,-842.3,970.2,-842.3,1067.0,-758.5,1115.4,-674.7,1067.0,-674.7,970.2,-758.5,921.9,1,0.0,0,0.365,1,0.342,1,4,1,0,False,3,3.6,0,126.672,0,1408070,1408070,0,1,1,PP0(CE-)L14/C01_FO_1_1,,A,,PP1(CE-)5_FO_1_11,,Ap,,PPFO(CE-)X5_3,DAQ_1_2,1269.99960129915,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0;0;0,14;8;7;14;7;6,0;0;0,0;0;0,14;4;3,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,14;8;7,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLE,DC-RHH,,,,,,,10.800679537654123,6.0
14,9,0,aOeB,ML-B3W,-1512.86,2.37,3,4,-1512.9,-94.4,-1512.9,99.2,-1429.0,50.7,-1429.0,-46.0,-1512.9,-94.4,-0.0,0.0,-0.0,0.0,1,0.0,0,0.175,1,0.175,1,9,1,0,False,3,3.6,0,179.91,0,1409000,1409000,0,1,1,PP0(CE-)L14/C01_FO_1_2,,A,,PP1(CE-)5_FO_1_12,,Ap,,PPFO(CE-)X5_5,DAQ_1_4,1512.8618563834568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,14;5;0,False,0;0;0,,,,,,,,,3.0304594905824596,1.0
14,9,1,FOe,ML-F3W,-1429.04,147.55,0,6,-1429.0,50.7,-1512.9,99.2,-1512.9,195.9,-1429.0,244.4,-1345.2,195.9,-1345.2,99.2,-1429.0,50.7,1,0.0,0,0.304,1,0.293,1,8,0,0,False,3,3.6,0,174.105,0,1409010,1409010,0,1,1,PP0(CE-)L14/C01_FO_1_2,,A,,PP1(CE-)5_FO_1_12,,Ap,,PPFO(CE-)X5_5,DAQ_1_4,1436.637158123094,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,14;9;1,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,14;5;1,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,14;9;1,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,DC-RST,BB10V-4M00-M-1,,,,,,6.881435636353213,2.0
14,9,2,FO,ML-F3W,-1345.22,292.73,0,6,-1345.2,195.9,-1429.0,244.4,-1429.0,341.2,-1345.2,389.5,-1261.4,341.2,-1261.4,244.4,-1345.2,195.9,1,0.0,0,0.359,1,0.359,1,7,0,0,False,3,3.6,0,167.723,0,1409020,1409020,0,1,1,PP0(CE-)L14/C01_FO_1_2,,A,,PP1(CE-)5_FO_1_12,,Ap,,PPFO(CE-)X5_5,DAQ_1_4,1376.7017474021015,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14;9;2,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,14;9;2,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,,BB10V-4MHT-M-1,,,,,,6.437440706103844,3.0
14,9,3,FO,ML-F3W,-1261.4,437.9,0,6,-1261.4,341.2,-1345.2,389.5,-1345.2,486.3,-1261.4,534.7,-1177.6,486.3,-1177.6,389.5,-1261.4,341.2,1,0.0,0,0.338,1,0.32,1,10,0,0,True,3,3.6,0,160.855,0,1409030,1409030,0,1,1,PP0(CE-)L14/C01_FO_1_2,,A,,PP1(CE-)5_FO_1_12,,Ap,,PPFO(CE-)X5_5,DAQ_1_4,1335.2476811438394,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14;9;3,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,14;10;3;14;10;2,0;0;0,0;0;0,0;0;0,True,14;9;3,True,14;8;3,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,DC-RDW,BB10V-3MFI-M-1,,,,,,9.081971617785868,3.0
14,9,4,FO,ML-F3W,-1177.58,583.09,0,6,-1177.6,486.3,-1261.4,534.7,-1261.4,631.5,-1177.6,679.9,-1093.8,631.5,-1093.8,534.7,-1177.6,486.3,1,0.0,0,0.346,1,0.326,1,11,0,0,False,3,3.6,0,153.657,0,1409040,1409040,0,1,1,PP0(CE-)L14/C01_FO_1_3,,B,,PP1(CE-)5_FO_1_8,,Ap,,PPFO(CE-)X5_5,DAQ_1_3,1314.0352371607087,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14;9;4,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,14;10;4;14;10;5,0;0;0,0;0;0,0;0;0,True,14;9;4,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,DC-RDW,,BB10V-1D-REM,,,,,9.670242611797153,4.0
14,9,5,FO,ML-F3W,-1093.76,728.27,2,6,-1093.8,631.5,-1177.6,679.9,-1177.6,776.7,-1093.8,825.0,-1009.9,776.7,-1009.9,679.9,-1093.8,631.5,1,0.0,0,0.348,1,0.328,1,11,1,0,False,3,3.6,0,146.343,0,1409050,1409050,0,1,1,PP0(CE-)L14/C01_FO_1_3,,B,,PP1(CE-)5_FO_1_8,,Ap,,PPFO(CE-)X5_5,DAQ_1_3,1314.0350568002361,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,14;9;5;14;8;4,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,14;9;5,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLE,,BB10V-2MFI-N-1,,,,,,7.521549358115669,4.0
14,9,6,FO,ML-F3W,-1009.93,873.45,2,6,-1009.9,776.7,-1093.8,825.0,-1093.8,921.9,-1009.9,970.2,-926.1,921.9,-926.1,825.0,-1009.9,776.7,1,0.0,0,0.335,1,0.318,1,6,1,0,False,3,3.6,0,139.145,0,1409060,1409060,0,1,1,PP0(CE-)L14/C01_FO_1_1,,A,,PP1(CE-)5_FO_1_11,,Ap,,PPFO(CE-)X5_3,DAQ_1_2,1335.2428645755797,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14;9;6,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,14;10;6;14;10;7,0;0;0,0;0;0,0;0;0,True,14;9;6,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,DC-RDW,BB10V-4MFI-N-1,,,,,,9.608370896156739,4.0
14,9,7,FO,ML-F3W,-926.12,1018.63,2,6,-926.1,921.9,-1009.9,970.2,-1009.9,1067.0,-926.1,1115.4,-842.3,1067.0,-842.3,970.2,-926.1,921.9,1,0.0,0,0.319,1,0.305,1,5,1,0,False,3,3.6,0,132.277,0,1409070,1409070,0,1,1,PP0(CE-)L14/C01_FO_1_1,,A,,PP1(CE-)5_FO_1_11,,Ap,,PPFO(CE-)X5_3,DAQ_1_2,1376.7008866489482,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,14;9;7,0;0;0,0;0;0,0;0;0,14;5;3,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,14;9;7,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,DC-RHH,BB10V-4MHB-N-1,,,,,,9.576878472043035,5.0
14,9,8,FOe,ML-F3W,-842.3,1163.81,2,6,-842.3,1067.0,-926.1,1115.4,-926.1,1212.2,-842.3,1260.6,-758.5,1212.2,-758.5,1115.4,-842.3,1067.0,1,0.0,0,0.342,1,0.342,1,4,1,0,False,3,3.6,0,125.895,0,1409080,1409080,0,1,1,PP0(CE-)L14/C01_FO_1_1,,A,,PP1(CE-)5_FO_1_11,,Ap,,PPFO(CE-)X5_3,DAQ_1_2,1436.6360033425308,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,14;9;8,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,14;5;4,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,14;9;8,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,DC-RSB,BB10V-4M00-N-1,,,,,,7.870999581795278,6.0
14,10,2,aOeT,ML-T3W,-1512.86,292.73,0,4,-1512.9,195.9,-1512.9,389.5,-1429.0,341.2,-1429.0,244.4,-1512.9,195.9,-0.0,0.0,-0.0,0.0,1,0.0,0,0.0,0,0.0,0,7,0,0,False,3,3.6,0,169.049,0,1410020,1410020,0,1,1,PP0(CE-)L14/C01_FO_1_2,,A,,PP1(CE-)5_FO_1_12,,Ap,,PPFO(CE-)X5_5,DAQ_1_4,1540.9205795562598,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,14;9;3,False,0;0;0,,,,,,,,,3.0003460598306964,3.0
14,10,3,bOeLR,ML-53W,-1429.04,437.9,4,5,-1512.9,389.5,-1429.0,534.7,-1345.2,486.3,-1345.2,389.5,-1429.0,341.1,-1512.9,389.5,-0.0,0.0,1,0.0,0,0.174,1,0.174,1,10,0,0,False,3,3.6,0,162.963,0,1410030,1410030,0,1,1,PP0(CE-)L14/C01_FO_1_2,,A,,PP1(CE-)5_FO_1_12,,Ap,,PPFO(CE-)X5_5,DAQ_1_4,1494.6276230553215,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,14;9;3,False,0;0;0,,,,,,,,,4.463632317304218,3.0
14,10,4,bOeLR,ML-53W,-1345.22,583.09,4,5,-1429.0,534.7,-1345.2,679.9,-1261.4,631.5,-1261.4,534.7,-1345.2,486.3,-1429.0,534.7,-0.0,0.0,1,0.0,0,0.256,1,0.256,1,11,0,0,False,3,3.6,0,156.566,0,1410040,1410040,0,1,1,PP0(CE-)L14/C01_FO_1_3,,B,,PP1(CE-)5_FO_1_8,,Ap,,PPFO(CE-)X5_5,DAQ_1_3,1466.1551065627402,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,14;9;4,False,0;0;0,,,,,,,,,4.475756334683645,4.0
14,10,5,bOeLR,ML-53W,-1261.4,728.27,4,5,-1345.2,679.9,-1261.4,825.0,-1177.6,776.7,-1177.6,679.9,-1261.4,631.5,-1345.2,679.9,-0.0,0.0,1,0.0,0,0.258,1,0.258,1,11,1,0,False,3,3.6,0,150.0,0,1410050,1410050,0,1,1,PP0(CE-)L14/C01_FO_1_3,,B,,PP1(CE-)5_FO_1_8,,Ap,,PPFO(CE-)X5_5,DAQ_1_3,1456.5394443337264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,14;9;4,False,0;0;0,,,,,,,,,4.486041577139295,4.0
14,10,6,bOeRL,ML-53W,-1177.58,873.45,4,5,-1261.4,825.0,-1177.6,970.2,-1093.8,921.9,-1093.8,825.0,-1177.6,776.7,-1261.4,825.0,-0.0,0.0,1,0.0,0,0.256,1,0.256,1,11,1,0,False,3,3.6,0,143.434,0,1410060,1410060,0,1,1,PP0(CE-)L14/C01_FO_1_3,,B,,PP1(CE-)5_FO_1_8,,Ap,,PPFO(CE-)X5_5,DAQ_1_3,1466.154684506379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,14;9;6,False,0;0;0,,,,,,,,,4.476293234037173,4.0
14,10,7,bOeRL,ML-53W,-1093.76,1018.63,4,5,-1177.6,970.2,-1093.8,1115.4,-1009.9,1067.0,-1009.9,970.2,-1093.8,921.9,-1177.6,970.2,-0.0,0.0,1,0.0,0,0.174,1,0.174,1,6,1,0,False,3,3.6,0,137.037,0,1410070,1410070,0,1,1,PP0(CE-)L14/C01_FO_1_1,,A,,PP1(CE-)5_FO_1_11,,Ap,,PPFO(CE-)X5_3,DAQ_1_2,1494.629724881718,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,14;9;6,False,0;0;0,,,,,,,,,4.465165339281554,4.0
14,10,8,aOeB,ML-B3W,-1009.93,1163.81,2,4,-1093.8,1115.4,-926.1,1212.2,-926.1,1115.4,-1009.9,1067.0,-1093.8,1115.4,-0.0,0.0,-0.0,0.0,1,0.0,0,0.0,0,0.0,0,5,1,0,False,3,3.6,0,130.951,0,1410080,1410080,0,1,1,PP0(CE-)L14/C01_FO_1_1,,A,,PP1(CE-)5_FO_1_11,,Ap,,PPFO(CE-)X5_3,DAQ_1_2,1540.9128207007689,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,14;6;4,False,0;0;0,,,,,,,,,3.0023717686842524,5.0
15,2,0,gIe,MH-B1W,339.38,2.37,3,6,339.4,99.2,320.4,88.2,320.4,-83.5,339.4,-94.4,423.2,-46.0,423.2,50.8,339.4,99.2,1,4.823,5,2.686,3,2.686,3,0,0,0,False,6,7.2,0,0.4,1,1502000,1502001,2,1,1,PP0(CE-)L15/C01_FO_1_1,PP0(CE-)L15/C01_FO_2_1,A,A,PP1(CE-)5_FO_1_9,PP1(CE-)3_FO_2_6,Ap,Ap,PPFO(CE-)X5_6,DAQ_1_4,339.3882751363105,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,15;6;0,,,,,,,,BB1V5-3H2L-FE-HB,9.471638731120189,1.0
15,2,1,dIeL,MH-L1W,255.56,147.55,5,5,255.6,244.3,236.6,233.4,320.4,88.2,339.4,99.2,339.4,195.9,255.6,244.3,0.0,0.0,1,3.548,4,1.617,2,1.617,2,1,0,0,False,3,3.6,0,30.0,1,1502010,1502011,2,2,2,PP0(CE-)L15/C01_FO_1_2,PP0(CE-)L15/C01_FO_2_1,A,A,PP1(CE-)5_FO_1_10,PP1(CE-)3_FO_2_6,Ap,Ap,PPFO(CE-)X5_6,DAQ_1_4,295.09645219826007,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,15;7;1,,,,,,,,,5.545378245157483,2.0
15,3,0,FI,MH-F1W,507.02,2.37,3,6,507.0,-94.4,590.8,-46.0,590.8,50.7,507.0,99.2,423.2,50.7,423.2,-46.0,507.0,-94.4,1,3.084,4,1.828,2,1.913,2,0,0,0,False,6,7.2,0,0.268,1,1503000,1503001,2,1,1,PP0(CE-)L15/C01_FO_1_1,PP0(CE-)L15/C01_FO_2_1,A,A,PP1(CE-)5_FO_1_9,PP1(CE-)3_FO_2_6,Ap,Ap,PPFO(CE-)X5_6,DAQ_1_4,507.0255391003494,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,15;7;0,False,0;0;0,False,0;0;0,,,,,,,,BB1V5-2H3L-FE-F,12.455650315004476,1.0
15,3,1,FI,MH-F1W,423.2,147.55,3,6,423.2,50.7,507.0,99.2,507.0,195.9,423.2,244.4,339.4,195.9,339.4,99.2,423.2,50.7,1,3.891,4,2.202,3,2.392,3,1,0,0,False,6,7.2,0,19.221,1,1503010,1503011,2,2,2,PP0(CE-)L15/C01_FO_1_2,PP0(CE-)L15/C01_FO_2_1,A,A,PP1(CE-)5_FO_1_10,PP1(CE-)3_FO_2_6,Ap,Ap,PPFO(CE-)X5_6,DAQ_1_4,448.1843844892412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,15;7;1,False,0;0;0,False,0;0;0,,,,,,,,BB1V5-3H2L-FE-FS,12.966879903860812,2.0
15,3,2,FI,MH-F1W,339.38,292.73,4,6,339.4,195.9,423.2,244.4,423.2,341.2,339.4,389.5,255.6,341.2,255.6,244.4,339.4,195.9,1,3.857,4,2.199,3,2.389,3,2,0,0,False,6,7.2,0,40.779,1,1503020,1503021,2,1,1,PP0(CE-)L15/C01_FO_1_1,PP0(CE-)L15/C01_FO_2_1,A,A,PP1(CE-)5_FO_1_9,PP1(CE-)3_FO_2_6,Ap,Ap,PPFO(CE-)X5_6,DAQ_1_4,448.18482493275025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,15;6;5,False,0;0;0,False,0;0;0,,,,,,,,BB1V5-3H1L-HE-F,12.967262279160446,6.0
15,4,0,FI,MH-F2W,674.66,2.37,3,6,674.7,-94.4,758.5,-46.0,758.5,50.7,674.7,99.2,590.8,50.7,590.8,-46.0,674.7,-94.4,1,2.022,3,1.237,2,1.251,2,0,0,0,True,6,7.2,0,0.201,1,1504000,1504001,2,1,1,PP0(CE-)L15/C01_FO_1_1,PP0(CE-)L15/C01_FO_2_1,A,A,PP1(CE-)5_FO_1_9,PP1(CE-)3_FO_2_6,Ap,Ap,PPFO(CE-)X5_6,DAQ_1_4,674.6641627506236,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,True,15;5;0,True,15;8;0,False,0;0;0,False,0;0;0,,,,,,,,BB1V5-1H4L-FE-F,21.721281522152147,1.0
15,4,1,FI,MH-F1W,590.84,147.55,3,6,590.8,50.7,674.7,99.2,674.7,195.9,590.8,244.4,507.0,195.9,507.0,99.2,590.8,50.7,1,2.274,3,1.433,2,1.454,2,1,0,0,False,6,7.2,0,14.022,1,1504010,1504011,2,2,2,PP0(CE-)L15/C01_FO_1_2,PP0(CE-)L15/C01_FO_2_1,A,A,PP1(CE-)5_FO_1_10,PP1(CE-)3_FO_2_6,Ap,Ap,PPFO(CE-)X5_6,DAQ_1_4,608.9851460421675,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,15;8;1,False,0;0;0,False,0;0;0,,,,,,,,BB1V5-2H3L-FE-F,11.620106737770847,2.0
15,4,2,FI,MH-F1W,507.02,292.73,3,6,507.0,195.9,590.8,244.4,590.8,341.2,507.0,389.5,423.2,341.2,423.2,244.4,507.0,195.9,1,2.466,3,1.508,2,1.535,2,3,0,0,False,6,7.2,0,30.0,1,1504020,1504021,1,1,1,PP0(CE-)L15/C01_FO_1_1,PP0(CE-)L15/C01_FO_2_2,A,A,PP1(CE-)5_FO_1_9,PP1(CE-)3_FO_2_7,Ap,Ap,PPFO(CE-)X5_6,DAQ_1_4,585.4572002290175,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,15;8;2,False,0;0;0,False,0;0;0,,,,,,,,BB1V5-2H3L-FE-F,11.803796289999662,3.0
15,4,3,FI,MH-F1W,423.2,437.9,4,6,423.2,341.2,507.0,389.5,507.0,486.3,423.2,534.7,339.4,486.3,339.4,389.5,423.2,341.2,1,2.358,3,1.434,2,1.456,2,2,0,0,False,6,7.2,0,45.978,1,1504030,1504031,2,1,1,PP0(CE-)L15/C01_FO_1_1,PP0(CE-)L15/C01_FO_2_1,A,A,PP1(CE-)5_FO_1_9,PP1(CE-)3_FO_2_6,Ap,Ap,PPFO(CE-)X5_6,DAQ_1_4,608.9783657897873,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,True,15;7;6,False,0;0;0,False,0;0;0,,,,,,,,BB1V5-2H2L-HE-F,11.618567239776795,6.0
15,5,0,FM,ML-F2W,842.3,2.37,0,6,842.3,-94.4,926.1,-46.0,926.1,50.7,842.3,99.2,758.5,50.7,758.5,-46.0,842.3,-94.4,1,1.424,2,0.708,1,0.644,1,9,0,0,False,3,3.6,0,0.161,0,1505000,1505000,2,1,1,PP0(CE-)L15/C01_FO_1_2,PP0(CE-)L15/C01_FO_2_2,A,A,PP1(CE-)5_FO_1_10,PP1(CE-)3_FO_2_7,Ap,Ap,PPFO(CE-)X5_6,DAQ_1_4,842.3033342567272,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,15;5;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,15;4;0,0;0;0,15;9;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,True,15;5;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,False,0;0;0,DC-LLH,DC-RDW,,,BB1V5-1H4L-FE-F,BB1V5-2H3L-FE-F,BB1V5-3H2L-FE-HB,,12.321464197215613,1.0
15,5,1,FI,MH-F2W,758.48,147.55,3,6,758.5,50.7,842.3,99.2,842.3,195.9,758.5,244.4,674.7,195.9,674.7,99.2,758.5,50.7,1,1.633,2,1.078,2,1.069,2,1,0,0,True,6,7.2,0,11.008,1,1505010,1505011,2,2,2,PP0(CE-)L15/C01_FO_1_2,PP0(CE-)L15/C01_FO_2_1,A,A,PP1(CE-)5_FO_1_10,PP1(CE-)3_FO_2_6,Ap,Ap,PPFO(CE-)X5_6,DAQ_1_4,772.698461820651,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,False,0;0;0,False,0;0;0,True,15;9;1,True,15;6;1,False,0;0;0,False,0;0;0,,,,,,,,BB1V5-1H1L-FE-F,20.126901932624328,2.0
